Ticker,Name,GR_name,address,latitude,longitude,Price,Revenue T12M,ISIN,ICB Industry Name,ICB Sector Name,Registered Country Location,Total Water Withdrawal,Tot Wtr Dschgd:Y,Wtr Intens/Sls:Y,Wste Per Sls:Y,Engy Intens/Sls:Y,Energy Intensity per Assets,Wste Sent to Ldflls:Y,Waste Generated per Assets,GHG Scope 3:Y,GHG Scope 2:Y,GHG Scope 1:Y,Tot Wtr Use:Y,Waste Recycl:Y,Total Waste:Y,Energy Consump:Y,Wste Sent to Ldflls:Y
ARG UN Equity,Airgas Inc,,"Thousand Oaks, California",34.17142715,-118.9105876,141.89,5321415936,US0093631028,Basic Materials,Chemicals,US,,,,,,,,,,,,,,,,
ADS UN Equity,Alliance Data Systems Corp,,"Toledo, Ohio",41.664,-83.5552,212.43,6439792000,US0185811082,Industrials,Support Services,US,,,,,,,,,100.3040009,79.96700287,56.98310089,,,,,
CSRA UN Equity,CSRA Inc,,"Tulsa, Oklahoma",36.153982,-95.992775,25.75,,US12650T1043,Technology,Software & Computer Services,US,,,,,,,,,,,,,,,,
MYL UW Equity,Mylan NV,,"Tulsa, Oklahoma",36.153982,-95.992775,48.07,9429299968,NL0011031208,Health Care,Pharmaceuticals & Biotechnology,NL,,,,,,,,,,,1900,,,,,
NOV UN Equity,National Oilwell Varco Inc,,"Tulsa, Oklahoma",36.153982,-95.992775,28.57,14756999424,US6370711011,Oil & Gas,"Oil Equipment, Services & Distribution",US,,,,,,,,,,,,,,,,
M UN Equity,Macy's Inc,,"Tysons Corner, Virginia",38.918592,-77.2314723,40.62,27079000064,US55616P1049,Consumer Services,General Retailers,US,,,,,,,,,,,16.82900047,,83.83000183,,,
CAG UN Equity,ConAgra Foods Inc,,"Union, New Jersey",40.6652251,-74.3045277,46.09,12915299840,US2058871029,Consumer Goods,Food Producers,US,,,3335.501709,88.7845993,472.6845093,426.6129584,,80.13094293,443.0710144,1242.140869,,52809,,1405.672974,7483.72998,
COH UN Equity,Coach Inc,,"Vernier, Switzerland",46.212264,-6.105269,40.31,4237499904,US1897541041,Consumer Goods,Personal Goods,US,,,,,,,,,,,,,,,,
NOC UN Equity,Northrop Grumman Corp,,"Victor, New York",42.9825634,-77.4088794,200.55,23526000128,US6668071029,Industrials,Aerospace & Defense,US,,,,,106.2538986,,,,,,151.1139984,,,,3586.600098,
HPE UN Equity,Hewlett Packard Enterprise Co,,"Voorhees, New Jersey",40.4812157,-74.4832088,17.74,52107001856,US42824C1099,Technology,Software & Computer Services,US,,,136.4947968,1.263900042,69.88009644,,,,47400,1456.900024,,7524,,69.66999817,3852,
RCL UN Equity,Royal Caribbean Cruises Ltd,Reynolds American,"Wallingford, Connecticut",41.4570418,-72.8231552,80.27,8299073920,LR0008862868,Consumer Services,Travel & Leisure,LR,,,123.1246033,,810.65979,315.9894687,8.711700439,,,10.6079998,11807.7002,,12.51249981,,6545.149902,8.711700439
EBAY UW Equity,eBay Inc,,"Waltham, Massachusetts",42.3756401,-71.2358004,24.1,13247999744,US2786421030,Consumer Services,General Retailers,US,,,18.67239952,,81.49639893,,,,38.2159996,229.2740021,166.6999969,164.1300049,,,716.3530273,
HAS UW Equity,Hasbro Inc,,"Waltham, Massachusetts",42.3756401,-71.2358004,78.46,4447508992,US4180561072,Consumer Goods,Leisure Goods,US,,,12.61190033,1.955500007,15.42539978,,,,,16.90399933,,51.48400116,6.402699947,7.982699871,62.96889877,
R UN Equity,Ryder System Inc,Robert Half International,"Waltham, Massachusetts",42.3756401,-71.2358004,60.48,6571949952,US7835491082,Industrials,Industrial Transportation,US,,,135.6080017,,2595.870605,,,,8435.830078,110.2570038,3931,870.5064697,8.029000282,,16663.63281,
CNC UN Equity,Centene Corp,,"Warsaw, Indiana",41.2381,-85.952047,61.92,22760000000,US15135B1017,Health Care,Health Care Equipment & Services,US,,,,,,,,,,,,,,,,
WLTW UW Equity,Willis Towers Watson PLC,Weyerhaeuser,"Washington County, Oregon",45.5601883,-123.0587907,113.54,3829000064,IE00BDB6Q211,Financials,Nonlife Insurance,IE,,,,,,,,,,,16.86000061,,,,,
COP UN Equity,ConocoPhillips,,Washington D.C,38.9025249,-77.02297467,40.31,29564000256,US20825C1045,Oil & Gas,Oil & Gas Producers,US,,32399,,9.123999596,1365.215942,,,,528563,1421.410034,107.0749969,,327.2659912,479.230011,71706.60156,
LUK UN Equity,Leucadia National Corp,,"West Falls Church, Virginia",38.8656969,-77.201138,15.53,10807640064,US5272881047,Consumer Goods,Food Producers,US,,,,,,,,,,,,,,,,
CMI UN Equity,Cummins Inc,,"Weston, Massachusetts",42.3667625,-71.3031132,105.09,19110000640,US2310211063,Industrials,Industrial Engineering,US,,,191.4358063,9.520799637,194.9598999,,22.10700035,,,530.4520264,,3679.588135,165,183,3747.323975,22.10700035
BXLT UN Equity,Baxalta Inc,,"White Plains, New York",41.033986,-73.76291,40.34,6230000128,US07177M1036,Health Care,Health Care Equipment & Services,US,,,,,,,,,,,,,,,,
ETFC UW Equity,E*TRADE Financial Corp,,"White Plains, New York",41.033986,-73.76291,22.95,1557000000,US2692464017,Financials,Financial Services,US,,,,,,,,,,,288.7000122,,,,,
APC UN Equity,Anadarko Petroleum Corp,,"Whitehouse Station, New Jersey",40.61538,-74.7704409,45.75,9296000128,US0325111070,Oil & Gas,Oil & Gas Producers,US,31609.59961,655433,1377.889038,,1239.16626,375.4063738,,,27.52099991,1374.339966,,20091,,,22887.40039,
VNO UN Equity,Vornado Realty Trust,,"Wilmington, Delaware",39.7459468,-75.546589,93.7,2502267008,US9290421091,Financials,Real Estate Investment Trusts,US,,,1480.311157,13.74790001,461.9758911,54.67393486,9.265999794,1.627040762,,,4241.799805,3704.133789,17.47100067,34.40100098,1155.987061,9.265999794
QCOM UW Equity,QUALCOMM Inc,Pruksa Real Estate,"Wilsonville, Oregon",45.3099218,-122.7681602,50.03,23957000192,US7475251036,Technology,Technology Hardware & Equipment,US,681.4050293,,26.95319939,0.225099996,28.39889908,14.13404605,2.910000086,0.112036381,,155.2879944,,681.4050293,2.713999987,5.690999985,717.9530029,2.910000086
CELG UW Equity,Celgene Corp,,"Winona, Minnesota",44.049963,-91.6393152,107.11,9256000000,US1510201049,Health Care,Pharmaceuticals & Biotechnology,US,391.553009,321.9689941,51.04729843,0.275299996,14.09589958,6.235315955,0.333000004,0.121798605,38.57400131,14.93900013,5.28000021,391.553009,0.782999992,2.111999989,108.1210022,0.333000004
CMA UN Equity,Comerica Inc,,"Winston-Salem, North Carolina",36.0998131,-80.2440518,36.55,2835000000,US2003401070,Financials,Banks,US,,,133.6076965,1.613700032,56.12639999,,1.574599981,,4.146999836,64.67700195,68.94599915,349.7850037,2.650000095,4.224500179,146.9389954,1.574599981
DRI UN Equity,Darden Restaurants Inc,,"Winston-Salem, North Carolina",36.0998131,-80.2440518,64.68,7021600128,US2371941053,Consumer Services,Travel & Leisure,US,,17774.5957,2614.762207,,405.1991882,,,,,,,19611.23828,,,3039.074951,
PBCT UW Equity,People's United Financial Inc,,"Winston-Salem, North Carolina",36.0998131,-80.2440518,15.31,1421300000,US7127041058,Financials,Banks,US,,,,,,,,,,,,,,,,
AIV UN Equity,Apartment Investment & Management Co,,"Woburn, Massachusetts",42.479,-71.52276,41.87,981310016,US03748R1014,Financials,Real Estate Investment Trusts,US,,,,,,,,,,,31.56100082,,,,,
EXC UN Equity,Exelon Corp,,"Woonsocket, Rhode Island",42.0028761,-71.5147839,34.35,29447000064,US30161N1019,Utilities,Electricity,US,,44127400,1911345.625,,3229.840576,,,,171871,6519,188.5,52426300,26.05450058,,88591.29688,
PHM UN Equity,PulteGroup Inc,Procter & Gamble,"Worsley, UK",53.4332878,-1.375046099,17.72,5981964032,US7458671010,Consumer Goods,Household Goods & Home Construction,US,,,,,,,,,,,,,,,,
PGR UN Equity,Progressive Corp/The,,"York, Pennsylvania",39.9465005,-76.7296159,34.41,20830999552,US7433151039,Financials,Nonlife Insurance,US,,,,,21.85269928,,,,,134.1490021,,,,,318.0109863,
HBI UN Equity,Hanesbrands Inc,,"Zurich, Switzerland",47.3685586,8.5404434,27.87,5731548928,US4103451021,Consumer Goods,Personal Goods,US,,,1750.552979,6.682300091,198.7700043,,,,,,,9596.459961,18.53989983,26.00270081,1058.400024,
STJ UN Equity,St Jude Medical Inc,SL Green Realty,"Zurich, Switzerland",47.3685586,8.5404434,55.27,5541000064,US7908491035,Health Care,Health Care Equipment & Services,US,,,95.86889648,,34.37850189,,,,,,,538.9749756,1.904999971,,193.276001,
